제목,날짜,분류,본문,반응수
"신라면세점, 해외여행객 증가 발맞춰 '신라트립' 재오픈",20230801,생활,"[신라면세점 제공. 재판매 및 DB 금지]  신라면세점은 코로나가 엔데믹(풍토병으로 굳어진 감염병) 상황으로 접어든 점을 고려해 통합 여행 플랫폼 서비스 '신라트립'을 재단장해 선보인다고 1일 밝혔다.    신라트립은 신라면세점이 2019년 선보인 여행 서비스다.     해외에서 사용할 수 있는 교통패스와 현지 투어, 입장권 등을 저렴한 가격에 구매할 수 있는 오픈마켓 플랫폼으로 주목받았지만 코로나 팬데믹으로 해외 여행길이 막히면서 2021년 11월 서비스를 임시 중단했다.    그러나 올해 엔데믹으로 해외여행 수요가 점차 늘고 있는 점을 고려해 여행 서비스 기업 노랑풍선과 손잡고 액티비티 상품을 전문적으로 선보이는 플랫폼으로 재단장해 선보이기로 했다.     신라면세점은 신라트립 재오픈을 기념해 유니버셜 스튜디오 재팬 입장권을 구매하면 일본 eSIM을 선착순으로 증정하는 등 다양한 경품 이벤트를 마련했다.     또 이달부터 일본과 태국의 현지 투어 상품 등을 선보이고 월별로 다양한 행사를 진행할 계획이다.",0
"한국장학재단, 노사공동 윤리·인권경영 선언식 개최",20230801,사회,배병일 한국장학재단 이사장이 지난달 31일 대구 동구 한국장학재단 본사에서 열린 '2023년 윤리·인권경영 선언식'에서 황수환 노동조합 위원장 및 참석자들과 기념 촬영하고 있다. 2023.8.1 [한국장학재단 제공. 재판매 및 DB 금지],0
"코스피, 장 초반 0.9% 강세…2,650선 넘어 올해 최고점 경신(종합)",20230801,경제,"6월 중순 이후 한달 보름 만에 2,650선 돌파    코스피 상승, 환율은 하락  코스피가 전장보다 24.26p(0.93%) 오른 2,632.58로 마감한 지난달 31일 오후 서울 중구 하나은행 딜링룸에서 딜러들이 업무를 보고 있다. 2023.7.31 ondol@yna.co.kr      8월의 첫 거래일인 1일 코스피는 장 초반 약 0.9% 오르며 2,650선을 돌파, 올해 들어 최고점을 새로 찍었다.    이날 오전 9시 27분 현재 코스피는 전 거래일보다 22.92포인트(0.87%) 오른 2,655.50이다.    지수는 전장보다 11.76포인트(0.45%) 오른 2,644.34에 개장한 뒤 상승 폭을 키우고 있다.    장중 2,650선을 돌파한 건 지난 6월 12일(장중 고점 2,650.45) 이후 한 달 보름 만이다.    이날 유가증권시장에서 개인은 1천924억원어치 주식을 순매수하며 지수를 끌어올리고 있다. 외국인과 기관은 각각 1천16억원, 1천61억원씩 매도 우위다.    서울 외환시장에서 원/달러 환율은 전 거래일 종가보다 1.6원 오른 1,276.2원에 출발한 뒤 장 초반 1,270원대 후반에서 오르내리고 있다.    31일(현지시간) 미국 뉴욕증시는 3대 지수가 일제히 강보합권에서 오른 채 장을 종료했다.    다우존스30산업평균지수는 0.28% 상승했고, 스탠더드앤드푸어스(S&P)500지수는 0.15%, 기술주 중심의 나스닥종합지수는 0.21% 올랐다. 상당수 기업이 양호한 성적을 발표하면서 지수가 상승 압력을 받는 모양새다.    이날 국내 증시도 미 증시를 따라 강세를 보일 것으로 예상되는 가운데 투자자들은 장중 발표되는 호주중앙은행의 금리 인상 여부, 중국의 경제 지표 등을 주시할 것으로 전망된다.    한지영 키움증권 연구원은 ""한국 증시는 7월 한국 수출 지표, 호주중앙은행 통화정책회의 등 거시경제 이벤트 이외에도 2차전지 수급 변화에 좌우되는 하루가 될 것""이라고 내다봤다.    유가증권시장 시가총액 상위권에서는 대부분의 종목이 오르고 있다.    국내 증시 대장주인 삼성전자(1.00%)가 7만500원까지 오르며 '7만전자'를 회복했고, LG에너지솔루션(0.18%), SK하이닉스(1.30%), 삼성바이오로직스(4.18%) 등도 강세권에서 움직이고 있다.    포스코홀딩스(0.16%), 포스코퓨처엠(0.19%) 등 포스코그룹주는 상승 폭이 다소 둔화했으나 네이버(3.96%)와 카카오(4.87%)는 비교적 큰 폭으로 오르고 있다.    업종별로는 종이·목재(3.02%), 의약품(3.01%), 서비스업(2.32%), 비금속광물(1.62%) 등이 강세를, 보험(-1.31%), 기계(-0.40%), 건설업(-0.31%) 등은 약세를 보이고 있다.    건설주 약세는 전날 국토교통부의 철근 누락 한국토지주택공사(LH) 아파트 명단을 공개한 데 따라 건설업에 대한 투자심리가 악화한 영향으로 분석된다.    같은 시각 코스닥지수는 전날보다 7.82포인트(0.84%) 상승한 943.79다.    지수는 전장보다 8.74포인트(0.93%) 오른 944.71에 개장했다.    코스닥시장에서도 개인은 2천74억원어치를 순매수하며 상승세를 주도하고 있다. 외국인과 기관은 각각 1천477억원, 557억원어치를 순매도 중이다.    시총 상위권에서는 에코프로(4.31%), 포스코DX(2.73%), HLB(1.67%), HPSP(4.03%) 등이 큰 폭으로 상승하고 있으나 JYP Ent.(-2.86%), 더블유씨피(-3.14%) 등은 내리고 있다.",0
SK쉴더스 대표이사 부회장에 홍원표 전 삼성SDS 사장,20230801,IT,"홍원표 SK쉴더스 대표이사 부회장[SK쉴더스 제공. 재판매 및 DB 금지]  SK쉴더스는 이사회를 열어 홍원표 전 삼성SDS 사장을 신임 대표이사 부회장으로 선임했다고 1일 밝혔다.    홍 신임 부회장은 미국 벨통신연구소 연구원, KT 전무, 삼성전자 사장 등을 역임했으며, 2015∼2021년 삼성SDS 사장을 지냈다.    그는 삼성전자 재직 당시 스마트폰 사업의 세계 시장 진출을 주도했으며, 삼성SDS에서는 스마트팩토리, 클라우드, 인공지능(AI), 빅데이터 분석, 블록체인 등 신규 정보기술(IT) 서비스를 발굴·육성했다.    SK쉴더스는 홍 부회장이 풍부한 전문 경험 및 글로벌 역량을 바탕으로 보안 산업의 새로운 패러다임을 열고 해외 보안 시장 진출 확대를 이끌 것으로 기대했다.    앞서 스웨덴 최대 기업집단 발렌베리그룹 계열 사모펀드 EQT파트너스는 지난달 지분 인수 및 신주 발행 등을 통해 SK쉴더스 지분 68.0％를 확보해 최대 주주가 됐다.    SK스퀘어는 지분 32.0％를 보유한 2대 주주로 SK쉴더스 공동경영에 참여한다.",2
日 소규모 공연 비자 발급 완화…고액 공연자 체재일도 늘려,20230801,세계,"일본 정부가 외국의 신인 가수 등에 대한 공연 비자 요건을 완화했다고 아사히신문이 1일 보도했다.    보도에 따르면 일본의 출입국관리 관련 법률 시행령 개정안이 이 날짜로 시행되면서 해외 가수나 배우가 일본에서 열리는 소규모 공연 무대 등 출연을 위한 비자를 발급받기가 쉬워졌다.    일본 하네다공항 내부 [도쿄 교도=연합뉴스 자료사진]    원래는 소규모 공연의 경우 출연 외국인의 공연 비자 발급시 2년 이상 활동 경험, 일정 면적 이상 무대 등 요건을 부과해왔으나 일본 내 초청 단체들로부터 절차가 너무 복잡하다는 민원이 제기되면서 시행령을 개정한 것이라고 아사히는 전했다.    이번 시행령 개정으로 일본 초청 사업자가 3년 이상 업무 경험이 있는 경영자를 두고 과거 3년간 보수 미지급 문제를 일으킨 전력이 없는 등 적정 요건을 갖추고 있으면 외국인 출연자의 활동 이력이나 무대 크기 등을 비자 발급 요건으로 확인하지 않는다.     또 하루 보수가 50만엔(약 448만원) 이상인 외국인 공연자에 대한 체재 일수는 종전 15일에서 30일로 늘어난다.    이와 관련해 출입국 담당 공무원들 사이에서는 ""일본에서 활동을 바라는 신인 한류 아이돌 등에게 도움이 되지 않을까 싶다""는 관측도 나온다.",0
LNG선 용선료 배 이상 급등…지난해 강세 되풀이 가능성,20230801,경제,"10월~11월 이용료 치솟아…선박을 부유식 저장고로 활용 늘어7월 LNG 수요 아직 약세…사상 최고치 작년 8월 비해 84% 낮아    벨기에 앤트워프 항을 떠나는 LNG선[EPA 연합뉴스 자료사진. 재판매 및 DB 금지]      겨울을 앞두고 이용할 수 있는 액화천연가스(LNG) 운반선이 부족해지면서 용선료가 치솟고 있다.    블룸버그통신은 싱가포르의 LNG 가격 정보업체인 스파크 코모디티(Spark Commodities)를 인용해 LNG선 하루 용선료가 11월에는 28만4천750달러(3억6천500만원), 10월에는 20만6천750달러(2억6천500만원)로 현 수준의 배 이상이라고 31일(현지시간) 보도했다.     이 가격대가 유지되면 우크라이나 전쟁 발발 이후 세계 LNG 시장이 러시아 대체지를 찾기 위해 혼란을 겪던 지난해의 강세를 되풀이할 우려가 있다고 통신은 전했다.    트레이더들이 날이 차가워지면 LNG 가격이 오를 것으로 보고 이들 운반선을 부유식 저장고로도 사용하기 때문에 LNG선 공급은 점점 더 빡빡해지고 있다.    덩달아 운송비가 상승하고 이는 결국 유럽과 아시아의 구매자들로서는 더 높은 가격을 치러야 하는 셈이다.     이런 사정에 따라 최소 20일 동안 바다에 떠 있는 LNG 선박 수도 7월 말에 증가해, 블룸버그가 파악한 바로는 42척에 이른다. 이는 1년 전 같은 기간보다 27% 높다.    LNG 해운 컨설턴트 리처드 프랫은 블룸버그에 ""확실히 선박들이 해상에 붙잡혀 있는 것을 보고 있다""며 이런 일은 8월과 9월에도 계속될 것으로 진단했다.    한편, 7월 LNG 주요 소비처인 아시아와 유럽의 수입 규모는 다소 대조적인 모습이라고 로이터통신이 원자재 시장 분석기업 케플러를 인용해 보도했다.     아시아의 LNG 수입 규모는 7월에 2천185만톤으로 1월 이후 6개월 만에 가장 많았다. 전월보다는 57만톤 증가했다.    또 유럽의 7월 수입량은 872만톤으로 작년 8월 이후 최저치를 기록했다. 전월의 906만톤에 비해서도 34만톤 감소했다.    로이터통신은 LNG의 현물 가격은 지난 6월 9일 26개월 사이 최저치로 떨어졌다가 최근 몇 주 동안 약간 상승했다며, 여전히 지난해 8월 사상 최고치보다는 84% 낮다고 전했다.",2
'2023 부천만화대상'에 이하진 '도박 중독자의 가족',20230801,생활,"만화 '도박 중독자의 가족' [한국만화영상진흥원 제공. 재판매 및 DB 금지]  한국만화영상진흥원은 '2023 부천만화대상'에 이하진 작가의 '도박 중독자의 가족'을 선정했다고 1일 밝혔다.    이 작품은 도박 중독에 걸린 시동생으로 인해 고통받는 한 가족의 이야기를 그렸다.     작가의 경험을 바탕으로 주식 투자자가 어떻게 도박 중독자가 되고, 그가 나머지 가족에게 어떤 영향을 미치는지를 선명하게 보여줬다는 평가를 받았다.     부천만화대상 선정위원회는 ""한국 사회가 감추고 싶어 하는 치부를 찌르면서도 진솔하고 힘 있는 목소리를 들려주는 작품""이라며 ""만화라는 언어를 토대로 흡입력 있게 우리 시대의 명암을 드러냈다""고 설명했다.    신인만화상은 정해나 작가의 '요나단의 목소리'가, 해외작품상은 상드린 르벨, 테아 로즈망 작가의 '침묵 공장'이 각각 받았다.    올해 부천만화대상은 지난해에 발표된 만화 가운데 25개 작품을 선별한 뒤 심사를 거쳐 최종 수상작이 결정됐다.    시상식은 다음 달 15일 제26회 부천국제만화축제 개막식에서 열릴 예정이다.     올해 부천국제만화축제는 '만화, 마음을 열다'를 주제로 다음 달 14일부터 17일까지 한국만화영상진흥원 일대에서 열린다.    부천만화대상 선정위원회 관계자는 ""현재 한국만화를 대표하는 다양한 장르의 작품이 올해 후보작에 올랐다""며 ""흡입력 있는 이야기를 풀어낸 작품이 많아 앞으로도 한국 만화와 웹툰 시장의 성장이 기대된다""고 말했다.",1
"Seoul shares open higher on tech, bio gains",20230801,세계,"stocks-open Seoul shares open higher on tech, bio gains   SEOUL, Aug. 1 (Yonhap) -- South Korean stocks got off to a strong start Tuesday, drive by gains in tech and bio shares amid hopes of a soft landing for the U.S. economy.    The benchmark Korea Composite Stock Price Index (KOSPI) rose 15.09 points, or 0.57 percent, to 2,647.67 in the first 15 minutes of trading.    All three major U.S. stock indexes finished higher Monday (U.S. time) on upbeat corporate earnings. The S&P 500 closed at a 16-month high of around 4,590.   In Seoul, IT and bio shares drove up the KOSPI, while tech blue chips traded mixed.    Internet portal operator Naver soared 4.85 percent, and Kakao, the operator of the popular mobile messenger KakaoTalk, jumped 4.48 percent.    Bio shares were strong, with Samsung Biologics advancing 4.18 percent and Celltrion rising 1.5 percent.    Large-cap tech shares were mixed.    Market bellwether Samsung Electronics added 1.15 percent, and No. 2 chipmaker SK hynix went up 1.54 percent.    But leading battery maker LG Energy Solution lost 0.36 percent. Samsung SDI was unchanged.    Auto shares also traded mixed, with Hyundai Motor gaining 0.46 percent and its affiliate Kia retreating 0.48 percent.     Steel giant POSCO Holdings lost 0.47 percent.    The local currency was trading at 1,276.5 won against the U.S. dollar at 9:15 a.m., down 1.9 won from Monday's close.",0
가족사업에 디지털 기술 활용을…주민참여 아이디어 공모전,20230801,사회,"한국건강가정진흥원, 11일까지 접수…9월 초 결과발표    [한국건강가정진흥원 제공. 재판매 및 DB 금지]      여성가족부 산하 한국건강가정진흥원(한가원)은 오는 11일까지 '주민참여 가족서비스 아이디어 공모전'을 진행한다고 1일 밝혔다.    공모 주제는 '복지 사각지대 대상자 발굴을 위한 가족사업 아이디어'와 '디지털 기술을 활용한 스마트 복지 가족사업 아이디어' 등 2가지다.    한부모 가족과 1인 가구 등 사회적 약자를 위한 가족사업, 저소득 취약계층과 노년기 가족 등 디지털 약자를 위한 가족사업, 디지털 기술과 플랫폼 등 혁신적인 방법을 활용한 가족사업 등을 제안하면 된다.    가족서비스 사업에 관심 있는 사람이면 누구나 참여할 수 있다.    공모전 결과는 심사를 거쳐 다음 달 초에 발표될 예정이다.    한가원은 선정된 아이디어를 지역센터 등에서 시범사업으로 운영할 계획이다.    공모전 관련 문의는 운영사무국(☎02-853-4323)에 전화하거나 공모 홈페이지 Q&A 게시판을 이용하면 된다.",4
"문경 여행하고 특산품 할인받고! 문경으로 ""모이소~""",20230801,생활,"문경 방문 타시도 관광객에게 모이소 앱으로 특산품 할인쿠폰 증정    문경관광 이벤트문경시 제공  경상북도와 문경시는 여름 휴가철을 맞아 1일부터 경상북도 '모이소'앱을 활용한 문경 관광 활성화 특별 이벤트를 시작한다.    이번 이벤트는 문경을 찾는 관광객이 문경새재오픈세트장 등 유명 관광지(9개소)를 방문할 때마다 '모이소' 앱을 통해 지역 특산품 할인쿠폰을 발급받아 농특산물 직판장에서 사용할 수 있도록 하는 사업이다.    관광객(타시도)이 앱스토어 혹은 구글 플레이스토어에서 '모이소' 앱을 설치한 후, 문경 관광지에서 매표하고 QR 인증을 하면 모바일 지역 농특산품 할인권(5천원 또는 1만원권)을 지급받게 된다.     발급받은 쿠폰은 문경새재 농특산물 직판장에서 사용할 수 있다.    관광객은 문경 유명 관광지 체험과 더불어 오미자, 약돌돼지 등 지역 유명 특산물을 반값까지 할인된 가격에 구매할 수 있는 일석이조의 효과를 누릴 수 있다.    문경시는 관광지 활성화 및 지역 특산물 판매 수익효과를 올릴 수 있을 것으로 기대하고 있다.    신현국 시장은 ""지난달 집중호우로 우리 시가 큰 수해 피해를 입었다""며 ""이번 특별 이벤트를 통해 많은 분이 문경을 찾아주시면 지역에 큰 도움이 될 것""이라고 말했다.",0
내가 유해야생동물이라니,20230801,사회,1일 강원 춘천시 소양강에서 민물가마우지 무리가 쉬고 있다. 환경부는 올해 하반기 중으로 민물가마우지를 유해야생동물로 지정하기 위해 야생생물 보호 및 관리에 관한 법률(야생생물법) 시행규칙을 개정한다고 전날 밝혔다. 2023.8.1,2
부산박물관 '1970년 부산 모습' 사진 특별전,20230801,생활,"미국인 게리 민티어 촬영 사진 166점 등 전시    장난감 가게와 아이들[부산박물관 제공. 재판 및 DB 금지]  1970년대 부산의 일상 모습을 볼 수 있는 사진전이 열린다.    부산박물관은 오는 4일부터 9월 3일까지 2023년도 테마전 '1970년 부산, 평범한 일상 특별한 시선' 전시회를 연다고 1일 밝혔다.    이번 행사는 미국인 게리 민티어와 메리 앤 민티어 부부가 평화봉사단으로 한국에서 머무르는 동안(1969∼1975년)에 찍었던 사진 슬라이드 필름과 흑백 필름 1천366점을 부산박물관에 기증한 것을 기념해 열리는 전시회다.                  전시에서는 이들 사진 가운데 부산 관련 사진 160여 점과 평화봉사단 관련 유물 20여 점을 선보인다.    미국 오하이오 출신 게리 민티어 부부는 1969년부터 1970년까지 미국의 평화봉사단원으로서 동아대학교와 부산여자대학(현 신라대학교)에서 영어 강의 봉사 활동을 펼쳤다.     낮잠 자는 지게꾼[부산박물관 제공. 재판매 및 DB 금지]부부는 서구 동대신동에 위치한 2층 주택에서 한국 생활을 시작했다.    게리 민티어는 시간이 날 때마다 도시 곳곳을 누비며 부산의 풍경과 부산 사람들의 삶과 일상을 사진기로 담았다.    그는 부산의 풍경과 사람들을 촬영하며 한국을 더욱 이해하고 사랑하게 됐다고 한다.    정은우 부산박물관장은 ""민티어 부부가 이번에 기증한 필름 1천360여 점은 50여 전 부산의 모습을 생생하게 보여 주는 귀한 유물""이라며 ""기증 유물의 가치를 알리는 전시를 자주 개최할 예정""이라고 말했다.    부산 산동네 모습동대신동의 민티어 부부 집에서 바라 본 보수동 산동네 풍경.[부산박물관 제공. 재판 및 DB 금지]",0
"""EV6 타면 1㎞당 50원 기부""…기아, 친환경 청년 창업가 지원",20230801,경제,"카셰어링 기업 그린카와 '지구를 푸르게 다 함께 그린카' 캠페인  기아는 카셰어링 기업 그린카와 함께 친환경 분야 청년 창업가 지원 캠페인 '지구를 푸르게 다 함께 그린카'를 실시한다고 1일 밝혔다.    '지구를 푸르게 다 함께 그린카'는 기아가 자사 차량을 이용하는 고객의 주행거리만큼 금액을 기부하는 고객 참여형 기부 캠페인이다. 기존 명칭은 '리:브리드'(RE:BREATHE)로, 올해부터 지원 대상을 예비 창업자와 대학생까지 확대했다.    이에 따라 EV6 등 그린카가 운영하는 기아 차종을 고객이 이용할 경우 1㎞ 주행 시마다 기부금 50원이 자동으로 적립된다.    캠페인 기간은 이날부터 이달 31일까지다. 참가자들은 그린카 캠페인 페이지에서 총 기부 금액을 확인할 수 있다.    기아는 이번 캠페인으로 적립한 기부금을 '2023 에코 스타트업(ECO STARTUP) 환경 분야 창업 아이디어 공모전'에 기부할 계획이다.    기아는 본선에 진출한 15개 팀에 아이디어 사업화를 위한 테스트 지원금을 지급하는 한편 비즈니스모델 워크숍, 1대1 멘토링 등을 지원할 예정이다.    기아, '지구를 푸르게 다 함께 그린카' 실시[기아 제공. 재판매 및 DB 금지]",0
내가 유해야생동물이라니,20230801,사회,1일 강원 춘천시 소양강에서 민물가마우지 무리가 쉬고 있다. 환경부는 올해 하반기 중으로 민물가마우지를 유해야생동물로 지정하기 위해 야생생물 보호 및 관리에 관한 법률(야생생물법) 시행규칙을 개정한다고 전날 밝혔다. 2023.8.1,0
내가 유해야생동물이라니,20230801,사회,1일 강원 춘천시 소양강에서 민물가마우지 무리가 쉬고 있다. 환경부는 올해 하반기 중으로 민물가마우지를 유해야생동물로 지정하기 위해 야생생물 보호 및 관리에 관한 법률(야생생물법) 시행규칙을 개정한다고 전날 밝혔다. 2023.8.1,0
내가 유해야생동물이라니,20230801,사회,1일 강원 춘천시 소양강에서 민물가마우지 무리가 쉬고 있다. 환경부는 올해 하반기 중으로 민물가마우지를 유해야생동물로 지정하기 위해 야생생물 보호 및 관리에 관한 법률(야생생물법) 시행규칙을 개정한다고 전날 밝혔다. 2023.8.1,0
내가 유해야생동물이라니,20230801,사회,1일 강원 춘천시 소양강에서 민물가마우지 무리가 쉬고 있다. 환경부는 올해 하반기 중으로 민물가마우지를 유해야생동물로 지정하기 위해 야생생물 보호 및 관리에 관한 법률(야생생물법) 시행규칙을 개정한다고 전날 밝혔다. 2023.8.1,0
김소현·황민현 로맨틱코미디 '소용없어 거짓말' 2%대 출발,20230801,생활,"드라마 '소용없어 거짓말'[tvN 제공. 재판매 및 DB 금지]      배우 김소현과 황민현의 로맨틱코미디 드라마 '소용없어 거짓말'이 2%대 시청률로 출발했다.    1일 시청률 조사회사 닐슨코리아에 따르면 전날 tvN이 방송한 '소용없어 거짓말' 첫 회는 시청률 2.6%를 기록했다.    '소용없어 거짓말'은 타인의 말이 진실인지 거짓인지 알아채는 능력이 있는 주인공 목솔희(김소현)와 비밀을 가진 작곡가 김도하(황민현)의 로맨스물이다.    첫 방송은 솔희가 거짓말을 알아내는 능력을 갖게 된 배경과 이를 바탕으로 사업을 하게 되는 과정을 익살스럽게 풀어냈다.    어머니는 솔희를 임신한 기간 내내 교회와 성당, 절을 다니며 모든 신에게 ""태어날 아기에게 돈이 될 능력을 달라""고 빌었고, 그 결과 거짓말을 판별하는 능력이 있는 솔희가 태어났다.    솔희는 능력을 이용해 타로 카페로 위장한 가게를 열어 말의 진위를 가려주는 대가로 돈을 받는 은밀한 사업을 한다.    도하는 유명 대중음악 작곡가이면서 모습을 드러내지 않는 베일에 싸인 인물로 등장한다. 그의 꿈과 회상 장면을 통해 과거 의문스러운 사건에 연루됐음을 암시했다.    과거의 일 때문에 늘 얼굴을 가리고 다니던 도하는 지명 수배된 성추행범과 비슷한 인상착의 때문에 누명을 쓰지만, 솔희가 나타나 도하의 말이 거짓이 아니라고 말한다.    첫 방송은 인물의 성격과 설정을 빠르게 전달하면서도 코믹한 장면들로 웃음을 자아냈다. 유튜브 채널 '숏박스' 멤버 김원훈과 엄지윤, 조진세가 솔희와 이웃한 가게를 운영하는 사장으로 출연해 '깨알' 같은 재미를 보탰다.",47
"골프매거진, 가장 사랑받는 선수·골프장·브랜드 뽑는다",20230801,스포츠,"K-골퍼스 초이스 로고.[골프매거진코리아 제공. 재판매 및 DB 금지]  골프매거진코리아는 한국 골퍼가 가장 좋아하는 골프 선수, 브랜드, 골프장을 뽑는 온라인 투표 'K-골퍼스 초이스' 행사를 10일까지 연다.    투표는 골프 플랫폼 '스마트스코어' 앱에 마련된 투표소에서 한다.    선수 후보는 국내외 남자 선수 125명과 여자 선수 100명이다.    골프장 후보는 523곳이며 후보 브랜드는 102개를 미리 선정했다.    부문별로 최대 3표를 던질 수 있다.    결과는 골프매거진코리아 9월호에서 공개한다.    투표에 참여하면 추첨을 통해 총 123명에게 마제스티 컨퀘스트 드라이버, 보이스캐디 L6 거리측정기, 오케이 캠핑카 이용권, 볼빅 S4 골프공 등 14가지의 경품을 제공한다.    khoon@yna.co.kr 기사제공 연합뉴스 권훈",1
원내대책회의에서 발언하는 박대출 정책위의장,20230801,정치,국민의힘 박대출 정책위의장이 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
원내대책회의에서 발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
원내대책회의에서 발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
원내대책회의에서 발언하는 박대출 정책위의장,20230801,정치,국민의힘 박대출 정책위의장이 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
원내대책회의에서 발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
원내대책회의에서 발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
원내대책회의에서 발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
원내대책회의 참석하는 윤재옥 원내대표와 이철규 사무총장,20230801,정치,국민의힘 윤재옥 원내대표와 이철규 사무총장이 1일 오전 서울 여의도 국회에서 열린 원내대책회의에 참석하고 있다. 2023.8.1,0
[인사] 우먼타임스,20230801,생활,"▲ 대표이사 사장 겸 편집인 임석순 ▲ 편집국 산업부장 김태형 ▲ "" 금융부장 손성은 ▲ "" 산업팀장 이한",0
"[게시판] KDB생명, 변액연금보험 신상품 출시",20230801,경제,"[KDB생명 제공]    ▲ KDB생명은 자녀 노후자금 상속 및 생애 주기에 따른 자금 활용성을 높인 '(무)KDB 영리한 변액연금보험'을 출시했다고 1일 밝혔다. 이 상품은 주계약인 연금 보장에 암진단, 암치료, 수술 등 특약 9종을 보장받을 수 있다. 경제 상황에 따라 여유 자금 추가 납입, 중도 인출, 보험료 납입 일시 중지 등을 이용할 수 있다. 펀드 운용 실적과 관계없이 연금 개시 후 보험 기간 중 생존 시, 최저연금기준금액을 기준으로 계산한 실적 배당 종신연금 연지급액을 종신 보증한다.",0
발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
발언하는 윤재옥 원내대표,20230801,정치,국민의힘 윤재옥 원내대표가 1일 오전 서울 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 2023.8.1,0
"신한은행, 법률구조공단 손잡고 전세사기 피해자 등 지원",20230801,경제,"신한은행, 법률구조공단 손잡고 전세사기 피해자 등 지원지난달 31일 서울 서초구 대한법률구조공단 서울중앙지부에서 진행된 전세사기 피해자 등 도시영세민 무료법률구조 지원 협약식에서 신한은행 정상혁 은행장(왼쪽)과 대한법률구조공단 김진수 이사장이 기념촬영을 하고 있다. [신한은행 제공]      신한은행은 지난달 31일 서초구 대한법률구조공단 서울중앙지부에서 취약계층 법률지원을 위해 대한법률구조공단과 무료법률구조사업 협약을 체결했다고 1일 밝혔다.    신한은행은 1997년부터 대한법률구조공단에 460억원의 기부금을 전달, 기초생활수급자 등 약 27만명의 취약계층에게 법률서비스를 지원해왔다.    신한은행은 이번 업무협약을 통해 총 15억원을 전달했으며 법률구조사업 지원 대상이 최근 사회적 이슈가 된 전세사기 피해자로 확대됐다고 말했다.    정상혁 신한은행장은 ""대한법률구조공단과 신한은행이 무료법률구조사업에 뜻을 모은 지 26년이 지났다""면서 ""올해는 특히 전세사기 피해자들의 법률지원까지 함께 진행하게 돼 더욱 의미가 깊다""고 밝혔다.",0
의원들과 인사하는 국민의힘 원내지도부,20230801,정치,"국민의힘 윤재옥 원내대표, 이철규 사무총장, 박대출 정책위의장이 1일 오전 서울 여의도 국회에서 열린 원내대책회의에 참석하며 의원들과 인사하고 있다. 2023.8.1",0
검게 그을린 나무 부재,20230801,생활,경기 파주 전통건축수리기술진흥재단 전통건축부재보존센터 수장고에서 국보인 서울 숭례문의 부재를 보관 중인 모습. 지난 2월 수장고를 방문했을 때 찍은 사진. 2023.8.1,0
원내대책회의 참석하는 윤재옥 원내대표,20230801,정치,"국민의힘 윤재옥 원내대표(가운데), 박대출 정책위의장(왼쪽), 이철규 사무총장이 1일 오전 서울 여의도 국회에서 열린 원내대책회의에 참석하고 있다. 2023.8.1",0
